COD_CLIENTE;COD_PEDIDO;CODIGO_PRODUTO;DEPTO;QUANTIDADE;VALOR_UNITARIO;QTD_PARCELAS;DT_PEDIDO;MEIO_PAGTO;STATUS_PAGAMENTO
157853;32065;0;INFORMATICA;12;-36.60;1;15/12/2020;BOLETO;CONFIRMADO
157786;32066;0;INFORMATICA;12;2872.00;1;27/08/2020;BOLETO;CONFIRMADO
157786;32066;0;INFORMATICA;12;287.20;1;27/08/2020;BOLETO;CONFIRMADO
157786;32066;0;LIVROS;12;78.00;2;27/08/2020;BOLETO;CONFIRMADO
157786;32066;0;LIVROS;12;780.00;2;27/08/2020;BOLETO;CONFIRMADO
157708;32067;0;AUDIO;12;0.00;1;06/10/2020;BOLETO;CONFIRMADO
141704;32068;0;AUDIO;7;1627.20;2;26/08/2020;BOLETO;CONFIRMADO
141704;32068;0;AUDIO;7;162.72;2;26/08/2020;BOLETO;CONFIRMADO
141704;32068;0;INFORMATICA;7;63.70;2;26/08/2020;BOLETO;CONFIRMADO
141704;32068;0;INFORMATICA;7;637.00;2;26/08/2020;BOLETO;CONFIRMADO
157836;32069;0;INFORMATICA;12;0.00;;20/08/2020;BOLETO;CONFIRMADO
157847;32070;0;AUDIO;12;0.00;;21/08/2020;BOLETO;CONFIRMADO
157826;32072;0;BELEZA;12;0.00;;20/08/2020;BOLETO;CONFIRMADO
157800;32073;0;AUDIO;12;1862.00;1;22/09/2020;BOLETO;CONFIRMADO
157800;32073;0;AUDIO;12;186.20;1;22/09/2020;BOLETO;CONFIRMADO
157800;32073;0;INFORMATICA;12;5.30;1;22/09/2020;BOLETO;CONFIRMADO
157800;32073;0;INFORMATICA;12;53.00;1;22/09/2020;BOLETO;CONFIRMADO
157794;32074;0;INFORMATICA;12;0.00;;20/08/2020;BOLETO;CONFIRMADO
157814;32075;0;AUDIO;12;7.40;1;31/08/2020;BOLETO;CONFIRMADO
157814;32075;0;AUDIO;12;74.00;1;31/08/2020;BOLETO;CONFIRMADO
157814;32075;0;AUDIO;12;808.00;2;31/08/2020;BOLETO;CONFIRMADO
157814;32075;0;AUDIO;12;80.80;2;31/08/2020;BOLETO;CONFIRMADO
157814;32075;0;AUDIO;12;2.44;1;31/08/2020;BOLETO;CONFIRMADO
157814;32075;0;INFORMATICA;12;4.88;2;31/08/2020;BOLETO;CONFIRMADO
157814;32075;0;BELEZA;12;404.00;1;31/08/2020;BOLETO;CONFIRMADO
157814;32075;0;BELEZA;12;40.40;1;31/08/2020;BOLETO;CONFIRMADO
157822;32076;0;INFORMATICA;12;0.00;2;08/09/2020;BOLETO;CONFIRMADO
157810;32077;0;AUDIO;12;0.00;;20/08/2020;BOLETO;CONFIRMADO
157820;32078;0;ACESSORIOS;12;0.00;1;02/09/2020;BOLETO;CONFIRMADO
157812;32079;0;INFORMATICA;12;0.00;;20/08/2020;BOLETO;CONFIRMADO
157839;32080;0;AUDIO;12;0.00;;02/09/2020;BOLETO;CONFIRMADO
157790;32081;0;INFORMATICA;12;20.00;2;13/09/2020;BOLETO;CONFIRMADO
157790;32081;0;INFORMATICA;12;200.00;2;13/09/2020;BOLETO;CONFIRMADO
157790;32081;0;INFORMATICA;12;9.76;4;13/09/2020;BOLETO;CONFIRMADO
157790;32081;0;BRINQUEDOS;12;2264.00;4;13/09/2020;BOLETO;CONFIRMADO
157790;32081;0;BRINQUEDOS;12;226.40;4;13/09/2020;BOLETO;CONFIRMADO
157870;32082;0;AUDIO;12;122.86;7;25/08/2020;BOLETO;CONFIRMADO
157870;32082;0;INFORMATICA;12;0.00;4;25/08/2020;BOLETO;CONFIRMADO
157870;32082;0;INFORMATICA;12;3.50;1;25/08/2020;BOLETO;CONFIRMADO
157870;32082;0;INFORMATICA;12;35.00;1;25/08/2020;BOLETO;CONFIRMADO
157870;32082;0;INFORMATICA;12;190.00;1;25/08/2020;BOLETO;CONFIRMADO
157870;32082;0;MODA;12;1038.60;2;25/08/2020;BOLETO;CONFIRMADO
157870;32082;0;UTILIDADES;12;4.88;2;25/08/2020;BOLETO;CONFIRMADO
157829;32083;0;AUDIO;12;2.44;1;21/08/2020;BOLETO;CONFIRMADO
157829;32083;0;INFORMATICA;12;76.30;1;21/08/2020;BOLETO;CONFIRMADO
157829;32083;0;BELEZA;12;762.96;1;21/08/2020;BOLETO;CONFIRMADO
148619;32084;0;AUDIO;12;519.30;1;20/08/2020;BOLETO;CONFIRMADO
148619;32084;0;AUDIO;12;51.93;1;20/08/2020;BOLETO;CONFIRMADO
148619;32084;0;INFORMATICA;12;2.40;1;20/08/2020;BOLETO;CONFIRMADO
148619;32084;0;INFORMATICA;12;24.00;1;20/08/2020;BOLETO;CONFIRMADO
148619;32084;0;BELEZA;12;2.44;1;20/08/2020;BOLETO;CONFIRMADO
156642;32085;0;AUDIO;12;1206.00;1;23/08/2020;BOLETO;CONFIRMADO
156642;32085;0;INFORMATICA;12;0.00;1;23/08/2020;BOLETO;CONFIRMADO
157882;32086;0;INFORMATICA;12;0.00;1;28/09/2020;BOLETO;CONFIRMADO
157882;32086;0;LIVROS;12;1976.00;2;28/09/2020;BOLETO;CONFIRMADO
157884;32087;0;BELEZA;12;0.00;1;23/08/2020;BOLETO;CONFIRMADO
157884;32087;0;ACESSORIOS;12;1206.00;1;23/08/2020;BOLETO;CONFIRMADO
157885;32088;0;TELEFONIA;12;7811.00;6;28/09/2020;BOLETO;CONFIRMADO
157885;32088;0;INFORMATICA;12;0.00;1;28/09/2020;BOLETO;CONFIRMADO
157887;32089;0;INFORMATICA;12;2538.00;3;20/09/2020;BOLETO;CONFIRMADO
157887;32089;0;INFORMATICA;12;0.00;1;20/09/2020;BOLETO;CONFIRMADO
89553;32090;0;INFORMATICA;4;0.00;1;26/08/2020;CC;CONFIRMADO
89553;32090;0;INFORMATICA;4;773.00;1;26/08/2020;CC;CONFIRMADO
190446;32091;0;AUDIO;1;5386.50;3;04/09/2020;DINHEIRO;CONFIRMADO
190446;32091;0;AUDIO;1;0.00;1;04/09/2020;DINHEIRO;CONFIRMADO
190446;32091;0;INFORMATICA;1;3000.00;3;04/09/2020;DINHEIRO;CONFIRMADO
157889;32092;0;TELEFONIA;12;3616.00;2;26/08/2020;BOLETO;CONFIRMADO
157889;32092;0;AUDIO;12;0.00;1;26/08/2020;BOLETO;CONFIRMADO
156642;32093;0;INFORMATICA;12;1023.00;1;26/08/2020;BOLETO;CONFIRMADO
156642;32093;0;ACESSORIOS;12;0.00;1;26/08/2020;BOLETO;CONFIRMADO
157975;32094;0;INFORMATICA;12;0.00;1;16/09/2020;BOLETO;CONFIRMADO
157975;32094;0;ELETRO;12;846.00;1;16/09/2020;BOLETO;CONFIRMADO
99084;32095;0;TELEFONIA;3;341.04;4;27/08/2020;A VISTA;CONFIRMADO
99084;32095;0;AUDIO;3;9.76;4;27/08/2020;A VISTA;CONFIRMADO
99084;32095;0;AUDIO;3;3410.20;4;27/08/2020;A VISTA;CONFIRMADO
157925;32096;0;INFORMATICA;12;76.70;4;22/11/2020;BOLETO;CONFIRMADO
157925;32096;0;INFORMATICA;12;767.00;4;22/11/2020;BOLETO;CONFIRMADO
157925;32096;0;INFORMATICA;12;3195.00;3;22/11/2020;BOLETO;CONFIRMADO
157925;32096;0;INFORMATICA;12;319.50;3;22/11/2020;BOLETO;CONFIRMADO
92003;32097;0;AUDIO;4;778.90;5;03/09/2020;CC;CONFIRMADO
92003;32097;0;AUDIO;4;160.00;4;03/09/2020;CC;CONFIRMADO
92003;32097;0;AUDIO;4;90.70;4;03/09/2020;CC;CONFIRMADO
92003;32097;0;INFORMATICA;4;0.00;2;03/09/2020;CC;CONFIRMADO
92003;32097;0;INFORMATICA;4;7614.00;4;03/09/2020;CC;CONFIRMADO
92003;32097;0;INFORMATICA;4;9.76;4;03/09/2020;CC;CONFIRMADO
92003;32097;0;INFORMATICA;4;327.00;3;03/09/2020;CC;CONFIRMADO
92003;32097;0;ACESSORIOS;4;580.00;1;03/09/2020;CC;CONFIRMADO
157949;32098;0;INFORMATICA;12;0.00;;26/08/2020;BOLETO;CONFIRMADO
157993;32099;0;AUDIO;12;0.00;;25/08/2020;BOLETO;CONFIRMADO
157969;32100;0;AUDIO;12;84.60;4;06/11/2020;BOLETO;CONFIRMADO
157969;32100;0;AUDIO;12;846.00;4;06/11/2020;BOLETO;CONFIRMADO
157969;32100;0;INFORMATICA;12;3052.00;2;06/11/2020;BOLETO;CONFIRMADO
157969;32100;0;INFORMATICA;12;305.20;2;06/11/2020;BOLETO;CONFIRMADO
157973;32101;0;TELEFONIA;12;4232.00;2;13/09/2020;BOLETO;CONFIRMADO
157973;32101;0;TELEFONIA;12;423.20;2;13/09/2020;BOLETO;CONFIRMADO
157973;32101;0;AUDIO;12;6.20;2;13/09/2020;BOLETO;CONFIRMADO
157973;32101;0;AUDIO;12;62.00;2;13/09/2020;BOLETO;CONFIRMADO
141272;32102;0;INFORMATICA;7;664.00;1;16/11/2020;BOLETO;CONFIRMADO
157966;32104;0;TELEFONIA;12;0.00;;02/09/2020;BOLETO;CONFIRMADO
148171;32105;0;INFORMATICA;12;4.88;2;24/08/2020;BOLETO;CONFIRMADO
148171;32105;0;INFORMATICA;12;808.00;2;24/08/2020;BOLETO;CONFIRMADO
148171;32105;0;INFORMATICA;12;80.80;2;24/08/2020;BOLETO;CONFIRMADO
154316;32107;0;INFORMATICA;12;17.20;1;21/10/2020;BOLETO;CONFIRMADO
154316;32107;0;INFORMATICA;12;172.00;1;21/10/2020;BOLETO;CONFIRMADO
154316;32107;0;INFORMATICA;12;80.00;2;21/10/2020;BOLETO;CONFIRMADO
154316;32107;0;BELEZA;12;1046.00;2;21/10/2020;BOLETO;CONFIRMADO
154316;32107;0;BELEZA;12;104.60;2;21/10/2020;BOLETO;CONFIRMADO
154316;32107;0;ACESSORIOS;12;4.88;2;21/10/2020;BOLETO;CONFIRMADO
157960;32108;0;AUDIO;12;7.32;3;28/08/2020;BOLETO;CONFIRMADO
157960;32108;0;AUDIO;12;372.68;4;28/08/2020;BOLETO;CONFIRMADO
157960;32108;0;INFORMATICA;12;3553.20;2;28/08/2020;BOLETO;CONFIRMADO
157960;32108;0;ACESSORIOS;12;173.60;1;28/08/2020;BOLETO;CONFIRMADO
157960;32108;0;LIVROS;12;21.60;2;28/08/2020;BOLETO;CONFIRMADO
157960;32108;0;LIVROS;12;216.00;2;28/08/2020;BOLETO;CONFIRMADO
113674;32109;0;AUDIO;7;2.44;1;21/08/2020;DINHEIRO;CONFIRMADO
113674;32109;0;INFORMATICA;7;12.50;1;21/08/2020;DINHEIRO;CONFIRMADO
113674;32109;0;INFORMATICA;7;125.00;1;21/08/2020;DINHEIRO;CONFIRMADO
113674;32109;0;ACESSORIOS;7;1484.00;1;21/08/2020;DINHEIRO;CONFIRMADO
113674;32109;0;ACESSORIOS;7;148.40;1;21/08/2020;DINHEIRO;CONFIRMADO
157986;32110;0;TELEFONIA;12;37.60;3;26/08/2020;BOLETO;CONFIRMADO
157986;32110;0;TELEFONIA;12;376.00;3;26/08/2020;BOLETO;CONFIRMADO
157986;32110;0;AUDIO;12;4256.00;2;26/08/2020;BOLETO;CONFIRMADO
157986;32110;0;AUDIO;12;425.60;2;26/08/2020;BOLETO;CONFIRMADO
157943;32111;0;TELEFONIA;12;2042.00;2;11/09/2020;BOLETO;CONFIRMADO
157943;32111;0;TELEFONIA;12;204.20;2;11/09/2020;BOLETO;CONFIRMADO
157943;32111;0;AUDIO;12;4.88;2;11/09/2020;BOLETO;CONFIRMADO
157943;32111;0;INFORMATICA;12;80.00;2;11/09/2020;BOLETO;CONFIRMADO
157995;32112;0;AUDIO;12;0.00;;25/08/2020;BOLETO;CONFIRMADO
159237;32113;0;MODA;12;664.00;1;16/11/2020;BOLETO;CONFIRMADO
157906;32114;0;AUDIO;12;1195.00;2;26/08/2020;BOLETO;CONFIRMADO
157906;32114;0;AUDIO;12;119.50;2;26/08/2020;BOLETO;CONFIRMADO
157906;32114;0;INFORMATICA;12;11.60;1;26/08/2020;BOLETO;CONFIRMADO
157906;32114;0;INFORMATICA;12;116.00;1;26/08/2020;BOLETO;CONFIRMADO
157906;32114;0;ACESSORIOS;12;4.88;2;26/08/2020;BOLETO;CONFIRMADO
157997;32115;0;AUDIO;12;659.60;4;14/09/2020;BOLETO;CONFIRMADO
157997;32115;0;AUDIO;12;248.00;1;14/09/2020;BOLETO;CONFIRMADO
157997;32115;0;INFORMATICA;12;80.10;3;14/09/2020;BOLETO;CONFIRMADO
157997;32115;0;INFORMATICA;12;801.00;3;14/09/2020;BOLETO;CONFIRMADO
157997;32115;0;INFORMATICA;12;6348.00;3;14/09/2020;BOLETO;CONFIRMADO
157919;32117;0;ACESSORIOS;12;0.00;;22/08/2020;BOLETO;CONFIRMADO
157979;32118;0;INFORMATICA;12;4232.00;2;21/09/2020;BOLETO;CONFIRMADO
157979;32118;0;INFORMATICA;12;448.00;3;21/09/2020;BOLETO;CONFIRMADO
157979;32118;0;INFORMATICA;12;248.00;1;21/09/2020;BOLETO;CONFIRMADO
157979;32118;0;BELEZA;12;118.30;4;21/09/2020;BOLETO;CONFIRMADO
157979;32118;0;BELEZA;12;1183.00;4;21/09/2020;BOLETO;CONFIRMADO
157979;32118;0;LIVROS;12;48.00;1;21/09/2020;BOLETO;CONFIRMADO
157941;32119;0;AUDIO;12;0.00;;22/08/2020;BOLETO;CONFIRMADO
157956;32120;0;AUDIO;12;7.32;3;23/08/2020;BOLETO;CONFIRMADO
157956;32120;0;INFORMATICA;12;2874.00;3;23/08/2020;BOLETO;CONFIRMADO
157956;32120;0;INFORMATICA;12;287.40;3;23/08/2020;BOLETO;CONFIRMADO
97915;32121;0;AUDIO;3;1069.53;3;04/10/2020;A VISTA;CONFIRMADO
97915;32121;0;INFORMATICA;3;1.60;1;04/10/2020;A VISTA;CONFIRMADO
97915;32121;0;INFORMATICA;3;16.00;1;04/10/2020;A VISTA;CONFIRMADO
97915;32121;0;INFORMATICA;3;7.32;3;04/10/2020;A VISTA;CONFIRMADO
97915;32121;0;BELEZA;3;120.00;1;04/10/2020;A VISTA;CONFIRMADO
97915;32121;0;ACESSORIOS;3;106.95;3;04/10/2020;A VISTA;CONFIRMADO
157952;32122;0;INFORMATICA;12;0.00;;26/08/2020;BOLETO;CONFIRMADO
141706;32123;0;INFORMATICA;7;427.00;1;28/08/2020;BOLETO;CONFIRMADO
141706;32123;0;INFORMATICA;7;42.70;1;28/08/2020;BOLETO;CONFIRMADO
141706;32123;0;MODA;7;2.44;1;28/08/2020;BOLETO;CONFIRMADO
157947;32124;0;AUDIO;12;113.70;3;13/10/2020;BOLETO;CONFIRMADO
157947;32124;0;AUDIO;12;1137.00;3;13/10/2020;BOLETO;CONFIRMADO
157947;32124;0;AUDIO;12;3680.00;2;13/10/2020;BOLETO;CONFIRMADO
157947;32124;0;AUDIO;12;368.00;2;13/10/2020;BOLETO;CONFIRMADO
157911;32125;0;INFORMATICA;12;574.40;2;11/12/2020;BOLETO;CONFIRMADO
157911;32125;0;INFORMATICA;12;5744.00;1;11/12/2020;BOLETO;CONFIRMADO
157911;32125;0;INFORMATICA;12;81.70;3;11/12/2020;BOLETO;CONFIRMADO
157911;32125;0;INFORMATICA;12;817.00;3;11/12/2020;BOLETO;CONFIRMADO
157962;32126;0;TELEFONIA;12;76.30;2;14/10/2020;BOLETO;CONFIRMADO
157962;32126;0;TELEFONIA;12;763.00;2;14/10/2020;BOLETO;CONFIRMADO
157962;32126;0;INFORMATICA;12;2070.00;2;14/10/2020;BOLETO;CONFIRMADO
157962;32126;0;INFORMATICA;12;207.00;2;14/10/2020;BOLETO;CONFIRMADO
157921;32127;0;AUDIO;12;0.00;;21/08/2020;BOLETO;CONFIRMADO
157967;32128;0;AUDIO;12;0.00;;25/08/2020;BOLETO;CONFIRMADO
157931;32129;0;AUDIO;12;538.36;1;19/10/2020;BOLETO;CONFIRMADO
157931;32129;0;BELEZA;12;10.90;1;19/10/2020;BOLETO;CONFIRMADO
157931;32129;0;BELEZA;12;109.00;1;19/10/2020;BOLETO;CONFIRMADO
157931;32129;0;LIVROS;12;53.84;1;19/10/2020;BOLETO;CONFIRMADO
157981;32130;0;AUDIO;12;2116.00;1;14/10/2020;BOLETO;CONFIRMADO
157981;32130;0;AUDIO;12;41.70;1;14/10/2020;BOLETO;CONFIRMADO
157981;32130;0;AUDIO;12;417.00;1;14/10/2020;BOLETO;CONFIRMADO
157981;32130;0;MODA;12;200.00;1;14/10/2020;BOLETO;CONFIRMADO
157981;32130;0;BELEZA;12;85.00;1;14/10/2020;BOLETO;CONFIRMADO
157981;32130;0;ACESSORIOS;12;220.10;2;14/10/2020;BOLETO;CONFIRMADO
157923;32131;0;INFORMATICA;12;0.00;;21/08/2020;BOLETO;CONFIRMADO
157971;32132;0;INFORMATICA;12;3724.00;2;13/09/2020;BOLETO;CONFIRMADO
157971;32132;0;INFORMATICA;12;372.40;2;13/09/2020;BOLETO;CONFIRMADO
158000;32133;0;AUDIO;12;110.20;3;21/09/2020;BOLETO;CONFIRMADO
158000;32133;0;AUDIO;12;1102.00;3;21/09/2020;BOLETO;CONFIRMADO
158000;32133;0;INFORMATICA;12;1692.00;2;21/09/2020;BOLETO;CONFIRMADO
158000;32133;0;INFORMATICA;12;169.20;2;21/09/2020;BOLETO;CONFIRMADO
157905;32134;0;INFORMATICA;12;125.00;1;26/08/2020;BOLETO;CONFIRMADO
157905;32134;0;INFORMATICA;12;60.40;4;26/08/2020;BOLETO;CONFIRMADO
157905;32134;0;BELEZA;12;1195.00;2;26/08/2020;BOLETO;CONFIRMADO
157905;32134;0;BELEZA;12;119.50;2;26/08/2020;BOLETO;CONFIRMADO
157905;32134;0;ACESSORIOS;12;4.88;2;26/08/2020;BOLETO;CONFIRMADO
157905;32134;0;UTILIDADES;12;479.00;3;26/08/2020;BOLETO;CONFIRMADO
153044;32135;0;TELEFONIA;12;2.44;1;09/09/2020;BOLETO;CONFIRMADO
153044;32135;0;AUDIO;12;528.00;1;09/09/2020;BOLETO;CONFIRMADO
153044;32135;0;AUDIO;12;52.80;1;09/09/2020;BOLETO;CONFIRMADO
157991;32136;0;AUDIO;12;-2.50;1;12/10/2020;BOLETO;CONFIRMADO
157991;32136;0;INFORMATICA;12;27.50;2;12/10/2020;BOLETO;CONFIRMADO
157991;32136;0;INFORMATICA;12;275.00;2;12/10/2020;BOLETO;CONFIRMADO
157991;32136;0;LIVROS;12;188.00;2;12/10/2020;BOLETO;CONFIRMADO
157991;32136;0;LIVROS;12;1692.00;2;12/10/2020;BOLETO;CONFIRMADO
157951;32137;0;AUDIO;12;0.00;;26/08/2020;BOLETO;CONFIRMADO
141758;32138;0;MODA;7;427.00;1;28/08/2020;BOLETO;CONFIRMADO
141758;32138;0;MODA;7;42.70;1;28/08/2020;BOLETO;CONFIRMADO
141758;32138;0;MODA;7;2.44;1;28/08/2020;BOLETO;CONFIRMADO
157945;32139;0;UTILIDADES;12;1611.00;3;21/08/2020;BOLETO;CONFIRMADO
157964;32140;0;INFORMATICA;12;7074.50;3;29/10/2020;BOLETO;CONFIRMADO
157964;32140;0;INFORMATICA;12;707.45;3;29/10/2020;BOLETO;CONFIRMADO
157964;32140;0;MODA;12;-0.15;0;29/10/2020;BOLETO;CONFIRMADO
157964;32140;0;BELEZA;12;125.70;5;29/10/2020;BOLETO;CONFIRMADO
157964;32140;0;BELEZA;12;1257.00;5;29/10/2020;BOLETO;CONFIRMADO
157977;32141;0;AUDIO;12;70.30;4;25/09/2020;BOLETO;CONFIRMADO
157977;32141;0;AUDIO;12;703.00;4;25/09/2020;BOLETO;CONFIRMADO
157977;32141;0;AUDIO;12;429.22;4;25/09/2020;BOLETO;CONFIRMADO
157977;32141;0;INFORMATICA;12;170.00;2;25/09/2020;BOLETO;CONFIRMADO
157977;32141;0;INFORMATICA;12;4122.26;2;25/09/2020;BOLETO;CONFIRMADO
156329;32142;0;AUDIO;12;2.44;1;22/08/2020;BOLETO;CONFIRMADO
156329;32142;0;AUDIO;12;3.80;1;22/08/2020;BOLETO;CONFIRMADO
156329;32142;0;AUDIO;12;38.00;1;22/08/2020;BOLETO;CONFIRMADO
156329;32142;0;INFORMATICA;12;999.00;1;22/08/2020;BOLETO;CONFIRMADO
156329;32142;0;INFORMATICA;12;99.90;1;22/08/2020;BOLETO;CONFIRMADO
157975;32143;0;TELEFONIA;12;93.10;2;16/09/2020;BOLETO;CONFIRMADO
157975;32143;0;AUDIO;12;37.80;2;16/09/2020;BOLETO;CONFIRMADO
157975;32143;0;AUDIO;12;378.00;2;16/09/2020;BOLETO;CONFIRMADO
157975;32143;0;INFORMATICA;12;846.00;1;16/09/2020;BOLETO;CONFIRMADO
157975;32143;0;INFORMATICA;12;85.00;1;16/09/2020;BOLETO;CONFIRMADO
157939;32144;0;AUDIO;12;17.08;7;23/08/2020;BOLETO;CONFIRMADO
157939;32144;0;AUDIO;12;2090.90;7;23/08/2020;BOLETO;CONFIRMADO
157939;32144;0;AUDIO;12;209.09;11;23/08/2020;BOLETO;CONFIRMADO
157939;32144;0;INFORMATICA;12;3.90;1;23/08/2020;BOLETO;CONFIRMADO
157939;32144;0;INFORMATICA;12;39.00;1;23/08/2020;BOLETO;CONFIRMADO
158006;32145;0;AUDIO;12;0.00;1;22/10/2020;BOLETO;CONFIRMADO
158006;32145;0;ELETRO;12;1772.00;1;22/10/2020;BOLETO;CONFIRMADO
158008;32146;0;INFORMATICA;12;5054.00;2;28/08/2020;BOLETO;CONFIRMADO
158008;32146;0;BELEZA;12;0.00;1;28/08/2020;BOLETO;CONFIRMADO
156642;32147;0;INFORMATICA;3;7656.00;9;04/09/2020;CC;CONFIRMADO
156642;32147;0;AUDIO;12;0.00;1;04/09/2020;BOLETO;CONFIRMADO
156642;32147;0;AUDIO;12;3676.50;3;04/09/2020;BOLETO;CONFIRMADO
156642;32147;0;MODA;12;5211.00;3;04/09/2020;BOLETO;CONFIRMADO
156642;32147;0;BELEZA;12;4596.00;3;04/09/2020;BOLETO;CONFIRMADO
158010;32148;0;AUDIO;12;0.00;1;04/09/2020;BOLETO;CONFIRMADO
158010;32148;0;INFORMATICA;12;4527.50;4;04/09/2020;BOLETO;CONFIRMADO
158011;32149;0;AUDIO;12;0.00;1;23/09/2020;BOLETO;CONFIRMADO
158011;32149;0;AUDIO;12;2002.00;1;23/09/2020;BOLETO;CONFIRMADO
158014;32150;0;AUDIO;12;3724.00;2;21/09/2020;BOLETO;CONFIRMADO
158014;32150;0;INFORMATICA;12;0.00;1;21/09/2020;BOLETO;CONFIRMADO
158016;32151;0;INFORMATICA;12;0.00;1;24/08/2020;BOLETO;CONFIRMADO
158016;32151;0;ACESSORIOS;12;1023.00;1;24/08/2020;BOLETO;CONFIRMADO
83464;32152;0;INFORMATICA;4;4.88;2;23/08/2020;CC;CONFIRMADO
158053;32153;0;BELEZA;12;0.00;;31/08/2020;BOLETO;CONFIRMADO
158088;32154;0;INFORMATICA;12;80.00;2;28/08/2020;BOLETO;CONFIRMADO
158088;32154;0;INFORMATICA;12;120.00;1;28/08/2020;BOLETO;CONFIRMADO
158088;32154;0;INFORMATICA;12;1998.00;2;28/08/2020;BOLETO;CONFIRMADO
158088;32154;0;INFORMATICA;12;4.88;2;28/08/2020;BOLETO;CONFIRMADO
158088;32154;0;INFORMATICA;12;17.00;1;28/08/2020;BOLETO;CONFIRMADO
158088;32154;0;INFORMATICA;12;170.00;1;28/08/2020;BOLETO;CONFIRMADO
158088;32154;0;INFORMATICA;12;211.80;3;28/08/2020;BOLETO;CONFIRMADO
158030;32155;0;AUDIO;12;378.00;1;18/10/2020;BOLETO;CONFIRMADO
158030;32155;0;AUDIO;12;121.50;9;18/10/2020;BOLETO;CONFIRMADO
158030;32155;0;INFORMATICA;12;2092.00;4;18/10/2020;BOLETO;CONFIRMADO
158030;32155;0;INFORMATICA;12;209.20;4;18/10/2020;BOLETO;CONFIRMADO
158030;32155;0;INFORMATICA;12;837.00;8;18/10/2020;BOLETO;CONFIRMADO
158030;32155;0;INFORMATICA;12;160.00;4;18/10/2020;BOLETO;CONFIRMADO
158030;32155;0;INFORMATICA;12;9.76;4;18/10/2020;BOLETO;CONFIRMADO
158028;32156;0;TELEFONIA;12;30.50;3;26/08/2020;BOLETO;CONFIRMADO
158028;32156;0;TELEFONIA;12;305.00;3;26/08/2020;BOLETO;CONFIRMADO
158028;32156;0;INFORMATICA;12;110.96;2;26/08/2020;BOLETO;CONFIRMADO
158028;32156;0;INFORMATICA;12;1109.62;2;26/08/2020;BOLETO;CONFIRMADO
158028;32156;0;ACESSORIOS;12;4.88;2;26/08/2020;BOLETO;CONFIRMADO
147306;32157;0;INFORMATICA;12;4.50;1;23/08/2020;BOLETO;CONFIRMADO
147306;32157;0;INFORMATICA;12;45.00;1;23/08/2020;BOLETO;CONFIRMADO
147306;32157;0;INFORMATICA;12;3724.00;2;23/08/2020;BOLETO;CONFIRMADO
147306;32157;0;INFORMATICA;12;372.40;2;23/08/2020;BOLETO;CONFIRMADO
158062;32158;0;INFORMATICA;12;0.00;;23/08/2020;BOLETO;CONFIRMADO
158068;32159;0;TELEFONIA;12;119.90;3;28/08/2020;BOLETO;CONFIRMADO
158068;32159;0;INFORMATICA;12;1114.00;2;28/08/2020;BOLETO;CONFIRMADO
158068;32159;0;BELEZA;12;85.00;1;28/08/2020;BOLETO;CONFIRMADO
158068;32159;0;UTILIDADES;12;4.88;2;28/08/2020;BOLETO;CONFIRMADO
158070;32160;0;INFORMATICA;12;872.00;2;28/08/2020;BOLETO;CONFIRMADO
158070;32160;0;INFORMATICA;12;87.20;2;28/08/2020;BOLETO;CONFIRMADO
158070;32160;0;INFORMATICA;12;40.00;1;28/08/2020;BOLETO;CONFIRMADO
158070;32160;0;INFORMATICA;12;4.88;2;28/08/2020;BOLETO;CONFIRMADO
158078;32161;0;INFORMATICA;12;2.44;1;29/08/2020;BOLETO;CONFIRMADO
158078;32161;0;INFORMATICA;12;557.00;1;29/08/2020;BOLETO;CONFIRMADO
158078;32161;0;INFORMATICA;12;55.70;1;29/08/2020;BOLETO;CONFIRMADO
158078;32161;0;INFORMATICA;12;40.00;1;29/08/2020;BOLETO;CONFIRMADO
158078;32161;0;UTILIDADES;12;12.00;1;29/08/2020;BOLETO;CONFIRMADO
158078;32161;0;UTILIDADES;12;120.00;1;29/08/2020;BOLETO;CONFIRMADO
158098;32162;0;TELEFONIA;12;1692.00;2;13/09/2020;BOLETO;CONFIRMADO
158098;32162;0;TELEFONIA;12;169.20;2;13/09/2020;BOLETO;CONFIRMADO
158098;32162;0;BELEZA;12;86.40;3;13/09/2020;BOLETO;CONFIRMADO
158098;32162;0;BELEZA;12;864.00;3;13/09/2020;BOLETO;CONFIRMADO
158047;32163;0;AUDIO;12;828.40;2;28/08/2020;BOLETO;CONFIRMADO
158047;32163;0;AUDIO;12;82.84;2;28/08/2020;BOLETO;CONFIRMADO
158047;32163;0;AUDIO;12;4.88;2;28/08/2020;BOLETO;CONFIRMADO
149232;32164;0;TELEFONIA;12;7.80;1;29/08/2020;BOLETO;CONFIRMADO
149232;32164;0;TELEFONIA;12;78.00;1;29/08/2020;BOLETO;CONFIRMADO
149232;32164;0;AUDIO;12;2.44;1;29/08/2020;BOLETO;CONFIRMADO
149232;32164;0;INFORMATICA;12;436.00;1;29/08/2020;BOLETO;CONFIRMADO
149232;32164;0;INFORMATICA;12;43.60;1;29/08/2020;BOLETO;CONFIRMADO
158060;32165;0;AUDIO;12;0.00;;23/08/2020;BOLETO;CONFIRMADO
94598;32166;0;MODA;4;306.61;4;03/09/2020;A VISTA;CONFIRMADO
94598;32166;0;ACESSORIOS;4;9.76;4;03/09/2020;A VISTA;CONFIRMADO
